"frame","sid","panes","vt_dirty","visual_dirty","resize","start_us","build_us","draw_us","present_us","total_us","quads"
"1","0","1","1","1","0","11447","10.2","356.8","572.9","12393.4","2388"
"6","0","1","1","0","0","9742.6","484.1","26","1220.8","11478.1","2403"
"45","0","1","1","0","0","15623","381.3","227.9","146.9","16384","2445"
"50","0","1","1","0","0","9890.1","341.5","96.4","123.5","10455.8","2497"
