"frame","sid","panes","vt_dirty","visual_dirty","resize","start_us","build_us","draw_us","present_us","total_us","quads"
"364","0","1","1","0","0","9181.3","49.2","79.7","143.9","9460.7","2497"
"365","0","1","1","0","0","9824.4","71.2","79.2","154.3","10136.1","2497"
"366","0","1","1","0","0","12321.5","64.8","69.3","135.5","12597.2","2497"
"367","0","1","1","0","0","13025","64.6","64.5","124.4","13284.5","2497"
"368","0","1","1","0","0","10483.8","58.4","60.7","127","10735","2497"
"369","0","1","1","0","0","12718.4","59.4","74.1","144.3","13003.2","2497"
"370","0","1","1","0","0","12784.7","63.6","63.2","130.9","13048.3","2497"
"371","0","1","1","0","0","10159.8","62","64.4","132","10423.1","2497"
"372","0","1","1","0","0","12628.2","66.1","63.4","137.7","12901.3","2497"
"373","0","1","1","0","0","11201.8","64.5","91.4","166.8","11530.7","2497"
"374","0","1","1","0","0","11373.6","52.8","154.3","183","11769.8","2497"
"375","0","1","1","0","0","11129.1","58.3","83.7","187.8","11465.7","2497"
"376","0","1","1","0","0","11915.6","53.2","66.3","141.5","12184.1","2497"
"377","0","1","1","0","0","12160.7","47.7","152.9","268.6","12637.7","2497"
"378","0","1","1","0","0","10765.9","87.2","192.4","196.7","11250.6","2497"
"379","0","1","1","0","0","9337","48.5","78.7","398.3","9869.6","2497"
"380","0","1","1","0","0","9560.2","48.3","78.5","126.4","9820.6","2497"
"381","0","1","1","0","0","12736.9","67","65.2","128.5","13003.7","2497"
"382","0","1","1","0","0","14328.4","100.8","93.3","160.9","14693","2497"
"383","0","1","1","0","0","14028.4","48.4","70.6","125.5","14280.6","2497"
"384","0","1","1","0","0","9520.2","49.5","90.4","127.7","9794.7","2497"
"385","0","1","1","0","0","11069.6","67.5","66","111","11319.9","2497"
"386","0","1","1","0","0","16043.4","92.2","87.2","165.5","16395.6","2497"
"387","0","1","1","0","0","19436.6","67.8","1425.9","169.5","21107.2","2497"
"388","0","1","1","0","0","17206.4","60.6","67","233.5","17573.4","2497"
"389","0","1","1","0","0","14952.8","73.3","92.5","160.6","15287.1","2497"
"390","0","1","1","0","0","22410.4","70.2","80.8","155.3","22723.2","2497"
"391","0","1","1","0","0","14980.1","53.8","62.9","144.1","15245.8","2497"
"392","0","1","1","0","0","13395.3","101.7","91.5","182.7","13778.6","2497"
"393","0","1","1","0","0","18798.1","95.3","106.8","240.8","19251.7","2497"
"394","0","1","1","0","0","9955","66.3","70.7","165.9","10264","2497"
"395","0","1","1","0","0","10142.3","59.4","708.8","118.4","11035.2","2497"
"396","0","1","1","0","0","17863.3","62.5","74.6","153.1","18159.8","2497"
"397","0","1","1","0","0","15040.1","56.8","60","134.7","15297.2","2497"
"398","0","1","1","0","0","13345","56.3","7691.9","579.3","21680.5","2497"
"399","0","1","1","0","0","9693.2","48.5","71","128.5","9948.5","2497"
"400","0","1","1","0","0","8920","45.8","74.3","138.3","9185.5","2497"
"401","0","1","1","0","0","10822.2","54.9","62.7","133.3","11078.4","2497"
"402","0","1","1","0","0","12827.1","59.7","62.7","123.2","13078.6","2497"
"403","0","1","1","0","0","10441.9","54.7","73.2","133.8","10710.1","2497"
"404","0","1","1","0","0","13627.7","45.5","83","177.4","13940","2497"
"405","0","1","1","0","0","9564.1","54.8","78.5","158.5","9861.3","2497"
"406","0","1","1","0","0","10418.4","58.8","61.1","133.5","10677.2","2497"
"407","0","1","1","0","0","11571.2","60.7","69.8","149.1","11856.5","2497"
"408","0","1","1","0","0","11651.7","54.6","74.3","242.6","12029.3","2497"
"409","0","1","1","0","0","14367","54.7","71.9","172.1","14670.3","2497"
"410","0","1","1","0","0","12303.6","56.6","67.1","126.9","12560","2497"
"411","0","1","1","0","0","13871.6","57.8","64","133.9","14133.9","2497"
"412","0","1","1","0","0","11629","60.9","69.4","133.7","11898.3","2497"
"413","0","1","1","0","0","11475.5","55","59.3","135.5","11730.8","2497"
"414","0","1","1","0","0","13503.2","52.2","134","160.2","13855.1","2497"
"415","0","1","1","0","0","18041.9","84.4","4214.9","302.1","22650.9","2497"
"416","0","1","1","0","0","13578.3","59.9","95.3","156.1","13899.9","2497"
"417","0","1","1","0","0","12500.9","60.8","98.2","127.4","12795.7","2497"
"418","0","1","1","0","0","10001.7","48.9","76.4","159.8","10293.2","2497"
"419","0","1","1","0","0","11269.4","51.5","64.4","129.2","11519.2","2497"
"420","0","1","1","0","0","10676.3","53","67.3","134.8","10936","2497"
"421","0","1","1","0","0","15060.6","54.1","78.5","285.7","15486.7","2497"
"422","0","1","1","0","0","11964.8","84.8","91.5","163.1","12312","2497"
"423","0","1","1","0","0","14360.8","51.3","63.2","133.8","14613.8","2497"
"424","0","1","1","0","0","17120.7","55.5","66.3","139.6","17388","2497"
"425","0","1","1","0","0","17248.7","81.6","312.6","446.8","18098.4","2497"
"426","0","1","1","0","0","12851.6","57.7","78.2","114.7","13108.8","2497"
"427","0","1","1","0","0","12454.2","50.1","81","186.9","12778.1","2497"
"428","0","1","1","0","0","11198","77.3","82.4","177.3","11542.5","2497"
"429","0","1","1","0","0","14487.2","52.7","65.9","138.5","14749.5","2497"
"430","0","1","1","0","0","21743.2","86.7","83","170.3","22090.4","2497"
"431","0","1","1","0","0","18285.3","55.4","78.6","167.5","18593.6","2497"
"432","0","1","1","0","0","13783.6","120.1","83.6","156.3","14151.3","2497"
"433","0","1","1","0","0","16565.7","54.9","182.6","256","17066.9","2497"
"434","0","1","1","0","0","16673.3","72.6","67.3","156.2","16975","2497"
"435","0","1","1","0","0","14051.4","71.5","61.4","135.3","14325","2497"
"436","0","1","1","0","0","9401","51.9","74.7","208.4","9742.6","2497"
"437","0","1","1","0","0","10220.2","47.9","144.6","151.9","10571.9","2497"
"438","0","1","1","0","0","9080.4","66.7","63.4","135.2","9352","2497"
"439","0","1","1","0","0","11000","59.5","64.2","136.7","11266.3","2497"
"440","0","1","1","0","0","12026.3","67.8","62.5","143.8","12306.2","2497"
"441","0","1","1","0","0","13801.9","60.1","60.3","131.2","14059.5","2497"
"442","0","1","1","0","0","15463.5","437.6","390.7","17530.9","33832.5","2497"
"443","0","1","1","0","0","11774","50.1","68.8","142.6","12042.5","2497"
"444","0","1","1","0","0","10516.4","57.9","123.7","143.3","10846.7","2497"
"445","0","1","1","0","0","12897.4","57.2","62.5","131.1","13153.4","2497"
"446","0","1","1","0","0","11257.2","51.8","134.9","150.2","11599.7","2497"
"447","0","1","1","0","0","10974.2","55.7","64.7","137.3","11237.2","2497"
"448","0","1","1","0","0","11252.3","52.5","63.4","136.8","11510.9","2497"
"449","0","1","1","0","0","11075.1","55.5","63.2","129.4","11328","2497"
"450","0","1","1","0","0","10943.2","53.1","64.3","138.4","11204.3","2497"
"451","0","1","1","0","0","15152.1","47.4","807.9","10790.4","26805.6","2497"
"452","0","1","1","0","0","9423.8","47.6","188.6","228","9895.6","2497"
"453","0","1","1","0","0","9056.2","48.9","84.6","190.3","9387.5","2497"
"454","0","1","1","0","0","10223.8","48.4","149.6","261.9","10692.3","2497"
"455","0","1","1","0","0","9559.7","58","64.8","138.1","9826.2","2497"
"456","0","1","1","0","0","12292.9","53","71.5","178.7","12602.5","2497"
"457","0","1","1","0","0","11492.9","51.1","133.9","204.2","11888.8","2497"
"458","0","1","1","0","0","10722.6","50.2","130.9","207.4","11117.1","2497"
"459","0","1","1","0","0","14063.9","47.9","191.3","262.7","14573.1","2497"
"460","0","1","1","0","0","12813.6","110.4","107.5","222.7","13263.4","2497"
"461","0","1","1","0","0","9740.6","73.5","128.8","138.4","10088.7","2497"
"462","0","1","1","0","0","13411.6","74.6","127.9","159.1","13779.6","2497"
"463","0","1","1","0","0","13818.1","54.4","154.6","223","14255.8","2497"
"464","0","1","1","0","0","11203.6","53","86.3","174.8","11525.4","2497"
"465","0","1","1","0","0","11663.8","53.3","63.3","340.9","12126.2","2497"
"466","0","1","1","0","0","12434.9","54.3","72.7","152.4","12719.6","2497"
"467","0","1","1","0","0","10482.7","54.2","73.9","158.6","10775.6","2497"
"468","0","1","1","0","0","10467.8","54.5","70.3","149.2","10747.6","2497"
"469","0","1","1","0","0","12504.1","54.4","165.8","161.9","12892.7","2497"
"470","0","1","1","0","0","10515.4","52.7","130.3","161.5","10865.7","2497"
"471","0","1","1","0","0","11710.3","57.1","133.8","169.7","12076.5","2497"
"472","0","1","1","0","0","12329.8","53.3","131.2","161","12680.8","2497"
"473","0","1","1","0","0","10761.7","52.5","153.9","151.3","11124.7","2497"
"474","0","1","1","0","0","11188.8","57.3","203.2","291.4","11747.7","2497"
"475","0","1","1","0","0","11250.7","49.7","74.4","149.7","11530","2497"
"476","0","1","1","0","0","9689.1","55.6","67.4","141.5","9959","2497"
"477","0","1","1","0","0","10623.3","50.6","80.3","140.5","10902.8","2497"
"478","0","1","1","0","0","9153.6","45.6","73.6","130","9409.5","2497"
"479","0","1","1","0","0","9542.3","64.2","80.2","241.6","9935.9","2497"
"480","0","1","1","0","0","10403.2","56.8","65.9","200.1","10732.4","2497"
"481","0","1","1","0","0","10654.9","56.8","65.8","219.7","11002.9","2497"
"482","0","1","1","0","0","13196.2","50.1","144.3","154.3","13550.9","2497"
"483","0","1","1","0","0","12443.9","52.5","64.5","144.2","12710.8","2497"
"484","0","1","1","0","0","11952.1","55","65.5","144.3","12222.7","2497"
"485","0","1","1","0","0","15243.9","114.3","208","364.9","15941","2497"
"486","0","1","1","0","0","15060.1","105.6","179.9","189.1","15542.1","2497"
"487","0","1","1","0","0","16575.3","53.4","75.8","167.8","16878.7","2497"
"488","0","1","1","0","0","20071.8","69.7","161.1","168.6","20477.9","2497"
"489","0","1","1","0","0","18856","64.9","83.6","210.1","19221.7","2497"
"490","0","1","1","0","0","15172.6","48.3","5215.5","672.8","21116.1","2497"
"491","0","1","1","0","0","10030.2","49.6","82.1","182.5","10351.6","2497"
"492","0","1","1","0","0","12094.8","71.5","100.6","276.3","12549.4","2497"
"493","0","1","1","0","0","13079.8","51.4","83.2","173.5","13394.4","2497"
"494","0","1","1","0","0","12095.8","68.3","95.6","180.3","12448.9","2497"
"495","0","1","1","0","0","11815.1","47.3","80.8","167.5","12117.8","2497"
"496","0","1","1","0","0","9893.9","63.7","71.1","149","10184.1","2497"
"497","0","1","1","0","0","11426.2","70","68.9","146.8","11717.6","2497"
"498","0","1","1","0","0","13979.3","42.9","75.7","224.8","14329.9","2497"
"499","0","1","1","0","0","11866","47.5","85","141.8","12147.5","2497"
"500","0","1","1","0","0","9975","48.8","112.4","173.2","10317","2497"
"501","0","1","1","0","0","10325.9","62.1","60.9","137.6","10591.8","2497"
"502","0","1","1","0","0","11609.7","61.6","64.6","130.7","11871.4","2497"
"503","0","1","1","0","0","11610","51.8","70.9","154.1","11893.1","2497"
"504","0","1","1","0","0","12362.8","65.8","70","140.6","12645.5","2497"
"505","0","1","1","0","0","13291.3","63.1","62.2","136.8","13558.4","2497"
"506","0","1","1","0","0","12457.4","71.1","132.9","212.8","12880.6","2497"
"507","0","1","1","0","0","15253.9","58.6","74","317.7","15711.1","2497"
"508","0","1","1","0","0","16324.8","65.4","168.1","348.6","16913","2497"
"509","0","1","1","0","0","17349.5","53.1","146.1","191.7","17746.6","2497"
"510","0","1","1","0","0","11801.4","52.5","144.2","177","12181.3","2497"
"511","0","1","1","0","0","11757.6","45.6","196.2","251.8","12259.5","2497"
"512","0","1","1","0","0","8971.9","45.6","83.8","176.2","9284.9","2497"
"513","0","1","1","0","0","9186.4","52.5","7386.4","191.2","16827.5","2497"
"514","0","1","1","0","0","9774.6","53.8","71.3","137.4","10044.2","2497"
"515","0","1","1","0","0","9645.5","51.1","72.2","163.2","9939.4","2497"
"516","0","1","1","0","0","9001.9","62.6","71.4","133.9","9277","2497"
"517","0","1","1","0","0","9363.2","52.6","76.4","131.4","9630.4","2497"
"518","0","1","1","0","0","9299.6","48.2","70.3","136.5","9562.3","2497"
"519","0","1","1","0","0","10200.4","57.3","71.6","144.4","10480.8","2497"
"520","0","1","1","0","0","12957.4","47.6","79","145.1","13236.9","2497"
"521","0","1","1","0","0","14059.8","51.7","84","175","14377.7","2497"
"522","0","1","1","0","0","12350.2","46.6","67.1","168.5","12639.7","2497"
"523","0","1","1","0","0","9249.9","46.5","87","201.2","9591.7","2497"
"524","0","1","1","0","0","9405.3","49.8","80.5","180.2","9723.1","2497"
"525","0","1","1","0","0","9079.2","56.3","85.7","160","9387.6","2497"
"526","0","1","1","0","0","9061.2","46.7","77.4","216.9","9409.1","2497"
"527","0","1","1","0","0","12694.8","48.3","77.5","224.7","13052.7","2497"
"528","0","1","1","0","0","12262","47.7","76.3","158.9","12552.2","2497"
"529","0","1","1","0","0","9134.4","52.9","81","171","9446.1","2497"
"530","0","1","1","0","0","14066.7","47.7","79.7","160.9","14362.8","2497"
"531","0","1","1","0","0","11716","49.2","76.9","160.3","12009.7","2497"
"532","0","1","1","0","0","9147.6","47","82.3","230.6","9516","2497"
"533","0","1","1","0","0","9452.9","48.6","90.7","159.3","9759.7","2497"
"534","0","1","1","0","0","9460.6","47.7","200.6","193","9909.3","2497"
"535","0","1","1","0","0","9898","51","88.8","164.5","10209.9","2497"
"536","0","1","1","0","0","10385.3","46.9","200.2","258.5","10898.7","2497"
"537","0","1","1","0","0","9520.3","45.4","85.3","151.8","9810.2","2497"
"538","0","1","1","0","0","11830.3","53.8","77.8","157.8","12128.2","2497"
"539","0","1","1","0","0","15266.4","48.5","84.5","176.3","15583.9","2497"
"540","0","1","1","0","0","12494.9","61.3","176.3","160.7","12900.2","2497"
"541","0","1","1","0","0","10240.6","132.7","442.3","213.2","11035.1","2497"
"542","0","1","1","0","0","9328.6","50.8","66.2","1648.8","11101.9","2497"
"543","0","1","1","0","0","11807.7","48","113.7","151.9","12127.2","2497"
"544","0","1","1","0","0","10671.6","79.7","1885","130.7","12775.7","2497"
"545","0","1","1","0","0","15683.5","52.7","62.5","118.3","15923.4","2497"
"546","0","1","1","0","0","12629.7","50.7","121","229.8","13038.3","2497"
"547","0","1","1","0","0","17492.2","52.7","74.7","163.4","17791.4","2497"
"548","0","1","1","0","0","9575.3","50.6","76","157.6","9866.1","2497"
"549","0","1","1","0","0","11710.4","45.8","78.8","169.3","12011.6","2497"
"550","0","1","1","0","0","11804.6","46.6","66.5","141.8","12064.6","2497"
"551","0","1","1","0","0","19690.2","119.6","174.8","319.9","20313.8","2497"
"552","0","1","1","0","0","19385.3","138.8","114.7","411.8","20062.6","2497"
"553","0","1","1","0","0","18836.2","63.2","147.7","243.1","19297.3","2497"
"554","0","1","1","0","0","12486.8","53.2","122.6","232","12901.8","2497"
"555","0","1","1","0","0","11664.4","54.6","108.4","207.3","12041.2","2497"
"556","0","1","1","0","0","10723.7","52.9","67.1","151.4","11001.1","2497"
"557","0","1","1","0","0","10463.8","51.5","86.1","232.9","10842.1","2497"
"558","0","1","1","0","0","8994.7","46.2","82.3","153.5","9284.2","2497"
"559","0","1","1","0","0","8956.7","67.6","89.4","174.7","9295.8","2497"
"560","0","1","1","0","0","8939.9","51.2","72.6","148.4","9218.3","2497"
"561","0","1","1","0","0","12245.4","70.8","69.8","158.7","12550.3","2497"
"562","0","1","1","0","0","11483.3","61.4","70.7","156.3","11777.9","2497"
"563","0","1","1","0","0","13813.9","54.5","72.5","157.7","14105.1","2497"
"564","0","1","1","0","0","19325.4","81.1","83.6","259.4","19756.1","2497"
"565","0","1","1","0","0","15827.1","68.9","165.6","245.3","16313.4","2497"
"566","0","1","1","0","0","19240.3","80.2","167.5","178.8","19673.4","2497"
"567","0","1","1","0","0","15423","58.3","162.6","242.2","15892.1","2497"
"568","0","1","1","0","0","18829.8","93.8","110.7","218.2","19261.6","2497"
"569","0","1","1","0","0","17944.4","55","74.7","226.8","18308.1","2497"
"570","0","1","1","0","0","21056.8","97.4","156.1","212.8","21531.6","2497"
"571","0","1","1","0","0","15900","57.1","72.2","260.1","16295.8","2497"
"572","0","1","1","0","0","19978.9","100.9","92.5","184.6","20366.3","2497"
"573","0","1","1","0","0","12117.4","55.5","87.4","152.9","12420.5","2497"
"574","0","1","1","0","0","10292.6","67","74.3","232.3","10671.9","2497"
"575","0","1","1","0","0","16398.9","64.7","74.2","160.5","16704.5","2497"
"576","0","1","1","0","0","15642.6","108.3","143.7","212.3","16115.5","2497"
"577","0","1","1","0","0","12637.7","49","71.5","195.6","12960.9","2497"
"578","0","1","1","0","0","9275.2","47.1","166.6","232.3","9728.3","2497"
"579","0","1","1","0","0","10685","57.3","68.6","157.9","10975.6","2497"
"580","0","1","1","0","0","13430.3","51.6","138.8","160.6","13788.6","2497"
"581","0","1","1","0","0","12632.5","72.2","73","161","12945.7","2497"
"582","0","1","1","0","0","16779.8","78.7","168.8","244.3","17278.3","2497"
"583","0","1","1","0","0","13344","54.9","74.9","150.4","13630","2497"
"584","0","1","1","0","0","13883","46.9","76","164.2","14177.3","2497"
"585","0","1","1","0","0","12217.3","52","66","135.4","12476.9","2497"
"586","0","1","1","0","0","16505.4","50.6","77.4","186.2","16830.2","2497"
"587","0","1","1","0","0","18838.3","68.5","183.1","247.3","19344.8","2497"
"588","0","1","1","0","0","14899.3","52.6","194","443","15594.9","2497"
"589","0","1","1","0","0","21053.2","68.8","109.4","199.7","21438.1","2497"
"590","0","1","1","0","0","16890.8","47.9","74.5","200.9","17220.5","2497"
"591","0","1","1","0","0","20249","70.3","81.4","176.1","20584.1","2497"
"592","0","1","1","0","0","16923.5","69.8","151.5","256.2","17407.4","2497"
"593","0","1","1","0","0","10180.1","49.9","81.7","231.8","10551.4","2497"
"594","0","1","1","0","0","16334.1","103.4","79.1","236.3","16759.8","2497"
"595","0","1","1","0","0","16212","7799.2","87.7","285.4","24392.1","2497"
"596","0","1","1","0","0","19089.8","81.5","2298.1","415.8","21891.9","2497"
"597","0","1","1","0","0","10288.4","50.1","228","215.1","10788.4","2497"
"598","0","1","1","0","0","13629.2","49.8","113.1","194.1","13993","2497"
"599","0","1","1","0","0","8916.4","52.5","77","160","9212.4","2497"
"600","0","1","1","0","0","10066.8","48.2","65.8","148.2","10333.8","2497"
"601","0","1","1","0","0","10717.1","52.8","63.6","147.1","10986.7","2497"
"602","0","1","1","0","0","12037.7","66","71","310.6","12491.9","2497"
"603","0","1","1","0","0","13807.5","51","72.9","155.7","14093.5","2497"
"604","0","1","1","0","0","19717.7","93.8","109.3","183.8","20113.9","2497"
"605","0","1","1","0","0","16405.2","53.1","185.8","301.2","16953.1","2497"
"606","0","1","1","0","0","19402.5","69","78.1","161.7","19716.8","2497"
"607","0","1","1","0","0","18047.4","55.7","79.6","179.5","18368.7","2497"
"608","0","1","1","0","0","17186.9","171.6","177.8","235.9","17780.2","2497"
"609","0","1","1","0","0","8997.9","50.9","72.2","141.5","9268.6","2497"
"610","0","1","1","0","0","10789.8","53.4","71.3","153.3","11074.2","2497"
"611","0","1","1","0","0","13146.4","96.5","69.3","159.9","13478.3","2497"
"612","0","1","1","0","0","11693.5","53.5","187.7","247.2","12189.2","2497"
"613","0","1","1","0","0","10284.7","46.1","83","146.6","10567.9","2497"
"614","0","1","1","0","0","9307.1","53.5","71.5","131.3","9570","2497"
"615","0","1","1","0","0","9003.4","56","76.3","155.6","9298.9","2497"
"616","0","1","1","0","0","9858.4","66","81.9","170.7","10184.5","2497"
"617","0","1","1","0","0","13163.4","51.6","71.6","158.7","13452.2","2497"
"618","0","1","1","0","0","11409.1","51.7","69.6","151","11688.5","2497"
"619","0","1","1","0","0","15032.2","53.7","75.1","198","15365.9","2497"
"620","0","1","1","0","0","15595.8","106.2","166.3","252.9","16131.8","2497"
"621","0","1","1","0","0","18813.1","57.4","78.5","153.9","19109.2","2497"
"622","0","1","1","0","0","17034.7","59.9","70.5","124.8","17297.6","2497"
"623","0","1","1","0","0","16165.2","52.2","167.1","860.2","17252.3","2497"
"624","0","1","1","0","0","11404","52.5","90.4","256.4","11811","2497"
"625","0","1","1","0","0","11706.6","44.9","78.3","170.6","12007.9","2497"
"626","0","1","1","0","0","12469.2","50.2","155.2","263.1","12945.2","2497"
"627","0","1","1","0","0","11738.6","55.5","89.8","157.3","12048.2","2497"
"628","0","1","1","0","0","14445","50.5","68.3","136.6","14706.7","2497"
"629","0","1","1","0","0","15034.3","86.2","234.7","280.3","15643.7","2497"
"630","0","1","1","0","0","9240.8","47.5","84.6","153.9","9534.7","2497"
"631","0","1","1","0","0","11189.1","50.4","65.8","135.2","11446.6","2497"
"632","0","1","1","0","0","12623.2","45.5","73.9","212","12962.5","2497"
"633","0","1","1","0","0","11715.8","56.8","69.8","136.2","11984.9","2497"
"634","0","1","1","0","0","15141.9","113.1","162.9","191.7","15617","2497"
"635","0","1","1","0","0","15274","109.5","98","126.8","15617.2","2497"
"636","0","1","1","0","0","16738.4","62.2","83.2","167.3","17058.4","2497"
"637","0","1","1","0","0","19151.3","66.6","86.8","167.4","19479.4","2497"
"638","0","1","1","0","0","17826.7","61.6","75.4","153.2","18123.9","2497"
"639","0","1","1","0","0","18041.9","63","77.8","136","18326.6","2497"
"640","0","1","1","0","0","20050.5","63.4","91.5","196.3","20410.1","2497"
"641","0","1","1","0","0","15471.9","78.5","3062.2","380.1","19001.6","2497"
"642","0","1","1","0","0","20570","86.6","86.8","169.3","20920.1","2497"
"643","0","1","1","0","0","19786.5","109.4","90.5","183.6","20178.2","2497"
"644","0","1","1","0","0","21219.7","61.9","192.4","271.7","21754.9","2497"
"645","0","1","1","0","0","9367.9","41.2","84.2","169.6","9670.1","2497"
"646","0","1","1","0","0","11108.5","64.8","65.1","142.6","11387","2497"
"647","0","1","1","0","0","11973.2","65.7","65.7","147.2","12257.4","2497"
"648","0","1","1","0","0","10950","67.4","72.1","147","11243.1","2497"
"649","0","1","1","0","0","10522.4","46.4","79.9","155.6","10812","2497"
"650","0","1","1","0","0","8989.8","48.5","83.8","216.4","9346","2497"
"651","0","1","1","0","0","10167.1","66.6","64.9","188.4","10493.2","2497"
"652","0","1","1","0","0","11211.9","63.6","62.5","211.6","11555.5","2497"
"653","0","1","1","0","0","11506.4","64.7","68.9","245.4","11891.1","2497"
"654","0","1","1","0","0","9880.1","70.8","73.5","146.4","10176.5","2497"
"655","0","1","1","0","0","12671","64.5","70","185.6","12998.3","2497"
"656","0","1","1","0","0","14992.1","88.5","186.4","252.8","15526.4","2497"
"657","0","1","1","0","0","20172.9","85.1","87","184.3","20536.6","2497"
"658","0","1","1","0","0","18096.3","64.8","74.5","225.3","18467.4","2497"
"659","0","1","1","0","0","19650.3","78.9","91.4","157.6","19985.3","2497"
"660","0","1","1","0","0","16305.1","57.5","72.6","192.3","16633.4","2497"
"661","0","1","1","0","0","19552.2","84.1","163.8","136.3","19943.7","2497"
"662","0","1","1","0","0","16786.1","79.1","211.2","309","17393.7","2497"
"663","0","1","1","0","0","10968.3","56.9","66.8","157.7","11255","2497"
"664","0","1","1","0","0","14823.9","52.8","65.8","145.4","15093.7","2497"
"665","0","1","1","0","0","13955.3","50","6005.6","551.2","20568.4","2497"
"666","0","1","1","0","0","13081.3","44.7","85.9","186.1","13406.2","2497"
"667","0","1","1","0","0","12144.3","55.6","68.4","149.8","12424.6","2497"
"668","0","1","1","0","0","12412.5","55.2","70.4","152","12696.3","2497"
"669","0","1","1","0","0","12088.8","51.1","76.6","171.9","12394.3","2497"
"670","0","1","1","0","0","12637.2","60.6","67.4","225.5","12997.4","2497"
"671","0","1","1","0","0","13147.5","51.1","80.9","173.7","13461.9","2497"
"672","0","1","1","0","0","11496","54.6","71.8","162.4","11791.2","2497"
"673","0","1","1","0","0","10927.6","50.7","71.9","135.5","11191.8","2497"
"674","0","1","1","0","0","9575.1","44.5","76.2","133.6","9836.4","2497"
"675","0","1","1","0","0","9462.4","50.3","179.1","249","9948.6","2497"
"676","0","1","1","0","0","11480.3","63.2","194.7","270.9","12017.7","2497"
"677","0","1","1","0","0","9090.6","65","61","124.4","9347.5","2497"
"678","0","1","1","0","0","11294.1","61.8","70","162.7","11595.4","2497"
"679","0","1","1","0","0","14213.8","66.3","70.9","153.5","14510.6","2497"
"680","0","1","1","0","0","13757.5","47.7","73.5","150.8","14036","2497"
"681","0","1","1","0","0","14518.8","69.9","72.7","157.9","14825.7","2497"
"682","0","1","1","0","0","17626.4","90","100.3","196.6","18021.5","2497"
"683","0","1","1","0","0","17647.6","53.7","186.8","272.3","18167","2497"
"684","0","1","1","0","0","10994.2","45.9","83.7","165.2","11296.6","2497"
"685","0","1","1","0","0","10416.9","51.4","74.4","161.3","10711.2","2497"
"686","0","1","1","0","0","13195.9","51.7","70.9","207.7","13532.6","2497"
"687","0","1","1","0","0","11606","52.7","68.2","147.1","11879.7","2497"
"688","0","1","1","0","0","12662.7","68.8","134.5","177.8","13051.1","2497"
"689","0","1","1","0","0","10723.7","47.2","93.2","137.6","11009.9","2497"
"690","0","1","1","0","0","9320.5","45.3","79.5","168.4","9621","2497"
"691","0","1","1","0","0","11749.3","57.6","76.3","142.5","12031.2","2497"
"692","0","1","1","0","0","10730","54.6","64.7","140.6","10994.8","2497"
"693","0","1","1","0","0","10550.8","53.9","146.9","157.4","10915.3","2497"
"694","0","1","1","0","0","10440.1","53.8","83.6","209.4","10792.9","2497"
"695","0","1","1","0","0","10912.9","54.4","73","162.1","11207.8","2497"
"696","0","1","1","0","0","11346.5","53.8","157.8","158.8","11723.5","2497"
"697","0","1","1","0","0","11773.4","52.1","74.7","202","12107.9","2497"
"698","0","1","1","0","0","12506","53.6","137.9","157.9","12861.5","2497"
"699","0","1","1","0","0","13013.8","59.3","66.9","142.3","13288.2","2497"
"700","0","1","1","0","0","13283.4","53.8","68.8","154.8","13567.2","2497"
"701","0","1","1","0","0","14330.7","54.2","127.7","161.7","14678.9","2497"
"702","0","1","1","0","0","11011.2","56.3","69.9","142.2","11286.6","2497"
"703","0","1","1","0","0","11028.8","55.4","72.2","149.7","11312.7","2497"
"704","0","1","1","0","0","10816.5","51.9","64.4","139.7","11078.3","2497"
"705","0","1","1","0","0","15528.1","93.9","101.1","185.4","15917.8","2497"
"706","0","1","1","0","0","16314.3","96.1","74.2","172.3","16663.9","2497"
"707","0","1","1","0","0","19239.4","71.6","170.5","282.2","19772.1","2497"
"708","0","1","1","0","0","10824.4","45.6","166.1","179.5","11224.1","2497"
"709","0","1","1","0","0","8956.2","48.6","77","171.1","9259.6","2497"
"710","0","1","1","0","0","9886.7","67.9","74.6","166.5","10201.5","2497"
"711","0","1","1","0","0","11112.5","67.5","75.1","165.3","11426.3","2497"
"712","0","1","1","0","0","18249.5","86.8","903.2","5557.7","24806.8","2497"
"713","0","1","1","0","0","18543.9","129.6","85.6","255.9","19021.5","2497"
"714","0","1","1","0","0","14501.5","69.4","70.3","158.5","14805.2","2497"
"715","0","1","1","0","0","18975.8","74.2","128.7","158.9","19344.2","2497"
"716","0","1","1","0","0","16215.1","62.5","80","303.6","16668","2497"
"717","0","1","1","0","0","21463.4","76.3","81","180","21808.2","2497"
"718","0","1","1","0","0","14555.5","114.3","83.2","150.4","14911.7","2497"
"719","0","1","1","0","0","12900.8","76.7","72.4","148.3","13205.1","2497"
"720","0","1","1","0","0","13413.9","70.1","141.6","139.1","13770.7","2497"
"721","0","1","1","0","0","14365.6","55","73.7","224.9","14725.7","2497"
"722","0","1","1","0","0","22463.1","98.9","89","182.3","22841.4","2497"
"723","0","1","1","0","0","16174","53.1","175.2","311.6","16720.6","2497"
"724","0","1","1","0","0","8930.4","44.8","81.4","142.4","9205.3","2497"
"725","0","1","1","0","0","10598.2","50.6","75","223.4","10954","2497"
"726","0","1","1","0","0","16234.5","125.6","111.5","187.6","16667.6","2497"
"727","0","1","1","0","0","16587.8","60","163.3","249.9","17066.8","2497"
"728","0","1","1","0","0","10962.5","56.6","199.3","236.3","11462.9","2497"
