"(PDH-CSV 4.0) (","\\SOOJANG\Processor Information(_Total)\% Processor Utility","\\SOOJANG\Process(GhostWin.App)\% Processor Time"
"04/28/2026 21:22:43.947"," "," "
"04/28/2026 21:22:44.987","53.021693381151415281","131.51058118232589322"
"04/28/2026 21:22:46.014","29.440554196619132199","76.133959907296372194"
"04/28/2026 21:22:47.065","17.285186047821515132","26.766730300899922668"
"04/28/2026 21:22:48.095","20.055414432067671271","37.907338307552464585"
"04/28/2026 21:22:49.129","12.464601187776764846","31.733451579225796735"
"04/28/2026 21:22:50.162","17.634009399497205806","18.150280254847359629"
"04/28/2026 21:22:51.203","15.562146140985275267","15.017833497063762138"
"04/28/2026 21:22:52.379","14.94857471095393997","22.589530227916775118"
"04/28/2026 21:22:53.420","13.516338152765875691","13.501736431318958509"
"04/28/2026 21:22:54.480","12.493062796217468957","36.860564164558198286"
"04/28/2026 21:22:55.512","20.246789547240460649","33.297370558711961053"
"04/28/2026 21:22:56.589","12.638666058700428252","28.958268679172128657"
"04/28/2026 21:22:57.635","12.500689298506800995","10.481802584460329086"
"04/28/2026 21:22:58.659","13.278266180554904707","38.131102074507658983"
"04/28/2026 21:22:59.688","11.559781441849031225","51.661873741395204718"
"04/28/2026 21:23:00.716","12.844812824568176524","31.927088406192936532"
"04/28/2026 21:23:01.754","11.756955716886228203","41.465212866290656279"
"04/28/2026 21:23:02.791","12.002162544300514213","42.872679216128673829"
"04/28/2026 21:23:03.810","12.218187332447051574","39.889223331047169552"
"04/28/2026 21:23:04.840","11.736111175779473825","47.004438092328697962"
"04/28/2026 21:23:05.918","15.458250172746657469","18.83480937967479818"
"04/28/2026 21:23:06.966","28.01525225590048862","28.291830072335599766"
"04/28/2026 21:23:08.006","17.8380329473018584","27.099391027302505819"
"04/28/2026 21:23:09.032","15.66099794634935094","42.637847185370944203"
"04/28/2026 21:23:10.174","14.861403093290583399","31.46762737460736048"
"04/28/2026 21:23:11.274","10.517970115738249248","41.189822975344647205"
"04/28/2026 21:23:12.303","12.02709639906595207","47.070794766864608505"
"04/28/2026 21:23:13.341","12.746340260220755169","39.133538661190833352"
"04/28/2026 21:23:14.435","10.915050468690097318","51.378885990663015093"
